"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1040","35.6894084597057","37.9683475563707","38.2499603054509","36.1219487851488","37.0101927475175","35.4573743627762","35.899558140767","35.7568622564881","35.4985783881605","36.869273182324","36.5027411133857","36.3190512340222","36.0673866846395","35.5881553350503","37.6933735418325","36.9714156918504","37.1233112839282","36.9519776748174","37.2842701272927","36.1348451707059","37.4929289300621","35.5107618144373","38.5417359784429","38.0067377737536","39.2841051842055","37.0718725747746","35.5348463041198","35.8029208358161","38.503081195709","38.7277237060291","37.3562270381345","36.563913955456","38.0140719260124","35.8221842343059","35.1505165177218","36.5863567690621","37.0017665994203","35.8522596534193","36.9770935963879","35.9836846398263","36.6396334517891","36.951567287979","38.0485522583422","38.0840604613752","36.802487562518","37.6454372637","37.190590230996","35.4697436328052","35.2375076762797","37.0706977270727"
"1041","35.8596817975032","37.9473484130864","38.2359643125226","36.2291192703778","37.2096692748796","35.5973314464888","35.9628138725268","35.7973659233902","35.6157995653128","37.0612048171424","36.7260291382043","36.4201075121533","36.2569072386727","35.6872317994419","37.7968955911327","36.9732007956832","37.0863525058857","36.9753423291838","37.3084663984954","36.2770852386872","37.4881869718111","35.6504698816345","38.6041510580627","37.9771907867963","39.2759576524943","37.3064891759666","35.673554586907","35.766841428537","38.5106289269042","38.8842786279135","37.356918994144","36.6085168181441","37.9412257963896","35.9156334339836","35.1607848608347","36.7381273373873","37.0036235761402","35.9252920851728","37.0217383795326","36.1507536830838","36.8083367694531","37.103976649055","38.115272318178","38.1891604969538","36.8055968274066","37.7928198150993","37.1838324509713","35.5761371616989","35.3061826646324","37.1347323090123"
"1042","35.9706294942025","38.0830718551429","38.1818701610769","36.3386390623996","37.4123437790674","35.7766057559499","36.0438641849771","35.7991679721391","35.7280412007193","37.0925296688789","36.7852245187037","36.5856098791875","36.4273557935241","35.6938461317015","37.966328557072","36.9746972000436","37.0191861288026","37.1043033332831","37.4318116005422","36.299750340281","37.5462502168055","35.845302003702","38.7774170676204","37.9290063471007","39.3138236540409","37.3144599531154","35.7751095834578","35.7991820971512","38.4558006203331","38.9348141676103","37.4599073893232","36.6606283936954","38.160535221411","36.0298791367511","35.1458623807036","36.9162919107033","37.0403403054136","36.0237381515258","37.0246182556496","36.1521685560212","36.944833260556","37.1307868872836","38.2139276081154","38.2206408436462","36.8474984069108","37.9612776935694","37.3404680566849","35.5638901291406","35.38096546743","37.2885404425712"
"1043","35.9170484365754","38.2922261648263","38.1324554614531","36.3645645656919","37.5555162663348","35.892307397582","36.2183142246739","35.8620511977811","35.7245011094374","37.0828050394663","36.8978815769318","36.7174990692068","36.5583098124059","35.8094967425444","38.1315739726511","37.1475539896552","36.9922312914811","37.0979258621607","37.5897337849132","36.2606058464775","37.7441857527813","35.8986076512228","38.9300222066519","38.0876507134792","39.4869150122563","37.3760054722508","35.9356652230585","35.8612332535516","38.595846386778","38.9535313714003","37.6117689246489","36.7122290117867","38.2886930145176","36.1954810071436","35.1997575462298","37.0842650695868","37.0988168213249","36.0436884631967","37.0868741282836","36.2475490152002","36.9503399407656","37.0863800739285","38.1975341786414","38.304146722146","36.8181197920924","38.0360025926616","37.3816012580169","35.5192396780143","35.434511509107","37.4101570669751"
"1044","35.8960578264391","38.2262266164133","38.1281702588191","36.3220958465636","37.5210092979969","36.0021021420961","36.2796365490175","35.8339911935577","35.7544524564918","37.0501928218482","37.0648861336552","36.7394074067746","36.4855286500175","35.8138573292866","38.2538125463811","37.2780805580519","37.1412683549973","37.0279555118726","37.5506737672332","36.480292227021","37.876667735358","36.0432036329404","38.9243321857348","38.24948312129","39.4707178821286","37.3799129530254","35.9831547307161","35.877100209948","38.7497690267546","38.9623569418474","37.6065510697356","36.7462242947508","38.4498614707403","36.272464499398","35.3324661857103","37.1415562550265","37.0542596131239","36.1487541698023","37.3196971329172","36.2747652828579","37.050058356089","37.1301751397512","38.3430759272248","38.3232228171014","36.7874264392384","37.9886726080995","37.3895339124923","35.6542048964574","35.554868405473","37.4773024225158"
"1045","35.8992539779448","38.2890428710808","38.179600384397","36.4645873841514","37.6073317101499","36.0228345614517","36.33776936784","35.8642664890534","35.9410035483527","37.2068690769946","37.2150379569714","36.7107089603572","36.5340651782841","35.9674880590106","38.2030161742494","37.3830519766103","37.1936929013864","37.0585074883343","37.5248953928794","36.648021466699","37.9123229953168","36.1582541817001","39.1190583962401","38.2093695251096","39.5947229014174","37.5016964525054","36.1456333821777","35.9912671383022","38.9367861608874","39.1664956841984","37.6702754314952","36.8748904033064","38.5710017567169","36.3436146410624","35.4853592085313","37.1163862349169","37.1966882185066","36.0911064109419","37.4280356483063","36.2963533100438","37.1862452342821","37.1504621011249","38.5871255151493","38.3719670563551","36.7836460451493","38.1198568424083","37.5598546443641","35.8256720430049","35.6944997263389","37.4977684479988"
"1046","36.0282358098303","38.2441285627102","38.1526671768951","36.6422831682675","37.6283837519987","36.1200796557047","36.4220937085894","35.9968826955659","35.9662844349493","37.2067922726071","37.3569956744143","36.9064072611301","36.7460097273562","35.9718382057646","38.3154773622662","37.3649409551691","37.1531604825832","37.0604258340299","37.6823383381134","36.7525779660589","37.9502237286958","36.1539711096757","39.2513356304953","38.2372619390545","39.7319226449527","37.5080972202074","36.3637773727927","36.10877929358","38.9921716878001","39.2816241872782","37.6712246820431","36.8524940540618","38.7456993226634","36.4320495842005","35.6004937909113","37.2816515348637","37.267475378168","36.2488081447333","37.4987165745571","36.340066620172","37.2991894301656","37.3409946468101","38.5651128928324","38.3614146735449","36.9304574312307","38.2742562313304","37.5995834317813","35.8820616307475","35.7849636913309","37.5657293831155"
"1047","36.1602073882658","38.4258325539475","38.285838562874","36.6164523381252","37.6341809940983","36.2280753752299","36.4131917597907","36.0570682294043","35.9283954105803","37.2041603825852","37.4041507901233","36.9505009746916","36.8524330907471","36.0267608694971","38.3372639183406","37.4905701315549","37.2563578854356","37.2175722261882","37.8633183819183","36.9624525630652","38.0620819545152","36.3264234085377","39.3884144492927","38.3790490281753","39.8846511793746","37.6621581371969","36.4231484513982","36.2310605562154","39.0056448758206","39.393529488551","37.6743064147802","36.9627558465765","38.7271774164333","36.534452241951","35.6272758757509","37.2906181726382","37.386155832694","36.3616598184177","37.6269099863282","36.4688387953608","37.2320353337661","37.5674479242878","38.5660852531611","38.4772652035849","37.0332115449689","38.405038504179","37.6375382903366","36.0604580095911","35.9142745074554","37.5711964560004"
"1048","36.1752434780299","38.6125272679751","38.2613584144246","36.6372428777645","37.8182277276167","36.3865543483557","36.5399400101326","36.1423784955854","35.9028958888229","37.3482920218785","37.5869150896061","36.9218606766241","36.9871247985332","35.9866113628334","38.2875404844675","37.6329725431126","37.2537626353125","37.3041292840265","37.8032252190053","37.0136422240086","38.2265426446172","36.5013357207644","39.4088521022549","38.3370105116066","40.0535176234366","37.7029077954332","36.5576466762707","36.1999695220652","39.1269992890423","39.3739036264383","37.774223493583","37.0531760880163","38.7503487977369","36.6343812742321","35.7092767622784","37.3103750795258","37.5041843788207","36.4527580961187","37.6016496059338","36.5968518801646","37.3839667732606","37.5650965021907","38.7420914191256","38.6552036393421","37.1889643961466","38.3958793512228","37.6010222229449","36.1323315587506","35.8679987817631","37.6274431679343"
"1049","36.269308068341","38.7362706440563","38.3877266731672","36.8309774173181","37.8650462645883","36.4398207554504","36.5962117340512","36.275966759477","35.9832454704792","37.4158949771903","37.6370698908056","37.010478555814","36.9625100376609","35.9378971825985","38.4237587475441","37.5942833075207","37.3585487784815","37.2674142188942","37.8966055139913","37.0714293316307","38.3577672274537","36.5642439461972","39.4882801084092","38.3313717344645","40.1140130508426","37.8919471961936","36.7464355412959","36.3896428779933","39.15916259029","39.5396023794352","37.8194401723302","37.1801247285618","38.6927195645615","36.6517904194989","35.8599455655732","37.2426001004117","37.5271410966946","36.5535434034064","37.7640379949197","36.7460849713098","37.4481613337178","37.7015601570846","38.704853657614","38.6751605399891","37.1659031927108","38.564648252477","37.6732607600438","36.1327555963145","35.9294408212102","37.8574657391443"
"1050","36.2064328942196","38.7229696223337","38.3582742508804","36.8402055654116","37.989848690525","36.5975203602116","36.7141163227552","36.4606516973664","36.1591643732314","37.5820334464256","37.6750872549555","37.0782677174565","36.9794225880868","36.048239612572","38.4436860115638","37.7346303482542","37.4337003813524","37.3633639199979","37.869929964515","37.2338589744989","38.4695289391303","36.6533784890696","39.6761189487399","38.331737174159","40.3116653403962","37.8106935033696","36.713897556259","36.4308793748335","39.1134840636691","39.5600600803616","37.8915035685223","37.2872719817355","38.6572135191339","36.7333488505061","35.9618877664795","37.3572923488014","37.4839541885827","36.6652125050962","37.7666988405219","36.831174384473","37.5897017498285","37.7263136895","38.8971129289047","38.8057434545818","37.2884807842935","38.602988272842","37.6600302157678","36.2450981479049","36.0399865944496","37.9989998068953"
"1051","36.2399870251293","38.8941755562941","38.3887195367048","36.9099472351427","38.1009945985216","36.820501450876","36.8149288814521","36.6544893299736","36.2611089322252","37.5400566712233","37.8819345960135","37.1175291370069","37.130754288904","36.1470268195073","38.3953507296637","37.7644085157313","37.6073082723364","37.4147653182844","37.9811481511611","37.3171307629155","38.480245270787","36.7886828773621","39.7675980188656","38.5507138660983","40.4062856356995","37.8553836833204","36.905214669566","36.5754453334106","39.1078546194241","39.8476276340634","37.9872124944604","37.4921077737349","38.7074692067489","36.7984391042856","36.1712174216611","37.4641091331951","37.5059735602866","36.7113342663413","37.7130504252964","36.8587219802235","37.7454473829792","37.8552258798384","38.8843191399369","38.9765199357211","37.354277720281","38.7093150466899","37.8366507474416","36.2599265683813","36.1506228443335","38.2017096031658"
"1052","36.2587017760091","38.8183960400923","38.3999647393382","37.0566626245785","38.2412129497406","36.819413961879","36.9782244483273","36.7892415634119","36.4478855862697","37.5278429911856","37.9352128556598","37.0479451534471","37.1762759516506","36.1465454295456","38.4193679266227","37.7706932887776","37.7501605347078","37.4755546796872","38.0021935927533","37.4968666934305","38.7281049724915","36.7532892948353","39.8389353592799","38.5133224197553","40.5507052439021","37.8760709459443","37.0110930992032","36.7150301440202","39.2090278611525","39.8196938080482","38.1186695075557","37.6688462114253","38.7034815798214","36.8973446773081","36.1596340448033","37.5366067732663","37.5992855693985","36.7232700261644","37.8750793819861","36.864408972107","37.8082928670439","37.9725709339275","38.8877988651202","39.136769725627","37.5108671922884","38.7569852651963","37.8959528489246","36.3109968511526","36.2652673054992","38.1541714339609"
"1053","36.3004143973954","38.9623902367772","38.4219192267348","37.1263231384252","38.2968382031102","36.8802871227664","37.1568393008781","36.7526709984677","36.70970456444","37.5483282098889","38.0427271136405","37.1329602272038","37.3068359542874","36.1574589518775","38.5955885652419","37.8327647580936","37.7940039868662","37.4855168068428","38.0965114599353","37.629140475705","38.6756900927985","36.9077097919223","40.0670313099411","38.4589791312858","40.5489574547738","38.0763000080116","37.1641308313687","36.7624988263647","39.16316893713","39.9061630096811","38.0935990449112","37.7614624277237","38.744841029851","37.0139640431248","36.2921430528118","37.7104501308409","37.6510018931437","36.6798023195155","38.0511105682072","37.0130058033713","37.9846180836623","38.1275416344306","38.932108189379","39.1211211892958","37.7195672025237","38.9467331287667","38.0483822620047","36.3070890511658","36.4546099063748","38.1592290376311"
"1054","36.3423738606057","38.9643772966326","38.4243870339671","37.2049326028194","38.3875079709782","37.0787439493307","37.2659151425581","36.8392461394998","36.9290194645352","37.5571354974573","37.9842209599738","37.2295373762924","37.2840838634702","36.2851112263844","38.6489783501467","37.9409799550992","37.9779576490099","37.6321943533098","38.1499227776717","37.643558897963","38.7179058003262","36.9554256660464","40.2525503706142","38.5860102481553","40.5244391885396","38.2354129198183","37.2643311765514","36.9425548284223","39.1745567644141","39.9107545806075","38.1295772352366","37.9519892179548","38.7481424350067","37.1862945425807","36.3451486854243","37.6873112673134","37.6520870084014","36.7871797449411","38.1868757602431","37.045699801992","37.9882642071631","38.1334018600033","38.9622779798704","39.0718157311829","37.6481879385593","38.9006549092446","38.0404389086011","36.5074177281646","36.533045184027","38.2178160333954"
"1055","36.4490368245435","39.1920524547348","38.4504773647384","37.2815034989014","38.3953768331662","37.0434987508147","37.3681141046352","36.7682365003246","37.037355515473","37.6764520729231","38.1659549378189","37.3743583308186","37.3036988857646","36.4682935579108","38.5768931648695","38.0374021015264","38.0395879861435","37.8000822847131","38.1863323206764","37.744063936991","38.8272066393409","37.094641277262","40.3396394066031","38.6328814310214","40.6110907866682","38.1921794823799","37.4535600894833","37.1638763011588","39.2558931405154","39.8798591416136","38.0845970859544","37.9756275699067","38.9525156847252","37.2316054162269","36.4310772136589","37.786239875501","37.633928984646","36.7559222354376","38.1475413460269","37.14929422063","37.9433486696856","38.3140281572837","38.9421806097982","39.1149112391373","37.6919363533972","38.9380202853437","38.0054627983235","36.6458373721049","36.5875081949351","38.32374962464"
"1056","36.5048030313739","39.2301538092542","38.5297093726739","37.2418953527317","38.6309720016196","37.199602298322","37.4103972701811","36.961838287895","37.0861011222922","37.8245344965133","38.2497076971974","37.3651183559806","37.3008140749023","36.5405360940419","38.5882906587376","38.0813477299067","38.1631339354842","37.9858951397171","38.2434302755708","37.8465215383521","38.7971594594146","37.14407044204","40.3939724447055","38.6071860702244","40.6238363785197","38.3046291909229","37.6041291919392","37.1367681309405","39.2584384755315","39.8957652772088","38.2555250202664","38.1239743329606","39.0884079002435","37.3309624788344","36.5820766366864","37.7833510108271","37.6884129854257","36.7971646614332","38.2683617450161","37.2427325723414","38.1056584631464","38.4600273262434","39.0165527364141","39.1763562877039","37.7539061736107","38.9319968771967","38.0138837408117","36.7002322090989","36.5672960804918","38.4243330778872"
"1057","36.6321446718878","39.2702400625368","38.6296454918716","37.2397963953227","38.771446691926","37.2651790216297","37.5642908712545","36.9566129838539","37.0851566726865","38.0358542275683","38.2464542965193","37.4977859397447","37.2678381894829","36.6879018072712","38.6148673249745","38.1051068322775","38.1980558725423","38.0410362641885","38.3644140115034","37.8506439355257","38.9418323642562","37.3755746700039","40.3553899063551","38.7060689438693","40.7577163661137","38.3118386319342","37.6627806011589","37.1944578497581","39.458752461912","39.8688223221807","38.238707667053","38.2677627106143","39.2785813628729","37.5180989211855","36.641050584973","37.8664007571709","37.7363748112011","36.8161526443828","38.3535071657309","37.4492165479139","38.1428520380012","38.6312550187939","38.955037179526","39.1950174764379","37.7233574945981","39.0313251460525","38.1998615407536","36.7405717822313","36.5301729260552","38.5494539695585"
"1058","36.6782026446739","39.4108154685879","38.6870377843916","37.44067712062","38.7360491250723","37.4505427676739","37.6571479109867","37.1215142097584","37.3147713359225","38.1221570187252","38.3630800192773","37.6524403794057","37.3271128772082","36.8264716546776","38.7234028571216","38.141215854044","38.1812836303704","38.1108573390116","38.3405576907848","37.9923062348964","38.93214716752","37.5034949606688","40.3832358931096","38.8119718210886","40.7639906016921","38.303013244984","37.6735997055387","37.2428845628737","39.5645098244616","39.9113219448178","38.382487038127","38.4721453947728","39.4281214672986","37.5148957138725","36.7612091389006","37.9329885587328","37.7569033594594","36.9498294900975","38.5633769296572","37.4449596449974","38.3209322499858","38.7202915945369","39.0089219753707","39.19591805396","37.6995105204288","39.0652405904549","38.298144224915","36.9061913522463","36.5900203437181","38.5018005820512"
"1059","36.7685334206912","39.4392428020963","38.6738866585147","37.6153251496885","38.9654760461232","37.5883614462585","37.6957373654605","37.2239375168867","37.4888029468928","38.1735701228656","38.5359818939272","37.8355897246643","37.3824907867701","36.966951752418","38.8118505469005","38.325664456297","38.2715775926383","38.2409927159191","38.299716426281","38.0379850928291","39.0889024168611","37.5399535512509","40.363556591022","38.969460707296","40.730916532247","38.4393071271393","37.6133886012914","37.2762361737323","39.5830040952947","39.9108625920356","38.3378226975496","38.4265861126769","39.5040526776558","37.6621989667104","36.9707655803581","38.129356679668","37.8883480307178","37.1026534421169","38.5707437497893","37.3894402825988","38.4651805475293","38.8056335990112","39.1442041585304","39.372900805096","37.844302912307","39.2068130363177","38.4350493494429","36.9875796831158","36.644492804724","38.6622710252"
"1060","36.9531429416701","39.5440749270659","38.8037192405032","37.6136230618839","39.0511768269571","37.7554344850092","37.8131281985501","37.2206433456924","37.5763750233551","38.2911911835989","38.6426372513891","38.0375650337609","37.3256931118876","37.1771615197062","38.9301176372462","38.5280542027703","38.3845857476609","38.3174108327737","38.4057425602018","38.0337125919079","39.1791877056609","37.5612595751227","40.4396254745399","38.9698053518016","40.8704570170894","38.4094760618592","37.7730506851226","37.3319171912856","39.6453935785396","39.8982948600077","38.4892697032445","38.4505782570419","39.4580348455843","37.76841182771","37.1298065309255","38.2094155704612","37.8588160197176","37.2615901957934","38.5509654608346","37.3290315423857","38.5244223561403","38.7790129518504","39.2885097876337","39.4030210017512","38.0271210597841","39.3350450364182","38.5382845998869","37.1254095124644","36.7356971585882","38.8350995598906"
"1061","37.1319403245681","39.6649592375431","38.8034925499987","37.7974822830625","39.0506934648248","37.6984024284778","37.9760649060626","37.2131924765285","37.587838389573","38.4448989065458","38.8155254847243","38.1902825153969","37.4867860988076","37.369350052294","39.1031175987588","38.6766846748318","38.5971137761247","38.3015829357009","38.4531711852044","38.000716052112","39.3431630737655","37.6752096732675","40.459223871296","39.1164443656432","40.9953350762086","38.3481581673826","37.8085119842332","37.5025135423434","39.6693684218247","40.1255355336343","38.5622823963396","38.6446053420861","39.5974404072405","37.8166496742214","37.2132798371946","38.2759633864291","37.8761132090464","37.2092419867982","38.6174046934508","37.5283397112146","38.6231999929305","38.8366367344172","39.4592819908088","39.373089584203","38.0531333450667","39.3733750253306","38.6839701386925","37.1717716260226","36.8509902871888","38.9354847735985"
"1062","37.2687237481884","39.8043782057893","38.7694570366965","37.8985870255905","39.0876178385","37.7185399430706","37.931697179819","37.4233949294797","37.8227029656373","38.4920172278505","38.789467421712","38.2990660439295","37.6602005297462","37.3712759149286","39.0984682894948","38.6384231356636","38.5590451462498","38.3337709876989","38.5757283586157","38.0168202877349","39.5291799213889","37.7925256809934","40.4751831293515","39.2852073439207","40.9353136064782","38.4469935208972","37.9391250194087","37.6396141274647","39.7967185875967","40.2781107783581","38.6540350161082","38.7611047352759","39.6447940294631","37.8507407334395","37.402543981294","38.2992949553795","37.8847088062105","37.2105342299264","38.6745575047247","37.5773882328427","38.7528959627925","38.8231770765812","39.4097243812957","39.321524654801","38.0624590133612","39.4854276493888","38.8387801921306","37.2205468232448","36.8878049056305","39.0862989210472"
"1063","37.2545136883588","39.9226543669451","38.8555464087554","37.8315892335318","39.2636241838683","37.6884153037947","38.0426667101813","37.5325136093611","37.9989917926234","38.4542904568095","38.8279777614183","38.4536586384955","37.8608478337424","37.5991405339186","39.1753042393075","38.7798136479985","38.7032192646125","38.520501494562","38.6261458446285","38.1725912963215","39.5761188029125","37.7953218329647","40.6336990536186","39.2559349599425","41.0528491305903","38.5177608894174","37.9917692576243","37.7008145018616","39.816926756324","40.2099467547596","38.6565457984232","38.7303130959495","39.6144412138718","37.9477735741561","37.6071496070981","38.4603147844512","38.0046184376935","37.3464710674507","38.648693341984","37.6960978613061","38.7499149246796","38.8045740048632","39.3570096868801","39.2865307155001","38.0779156967848","39.5181300712531","39.0276345742746","37.1895620185626","36.9517054585701","39.0563443515868"
"1064","37.3663403470317","39.9035052711482","38.9891060592439","37.8011572685796","39.2677380106862","37.8229049443578","38.0983878912386","37.6116001988619","38.1419027932656","38.6151632522502","38.8941522863925","38.4815612108683","37.8603692009262","37.7011708371393","39.2076319797581","38.9239831089707","38.7692482755427","38.5601008033178","38.8002579773396","38.260033059458","39.8080623199143","37.9476112610712","40.5922203453383","39.4006804889292","41.158546344738","38.6832775104092","37.9731981933156","37.7110759664762","39.8159078301843","40.3133561115152","38.6953788503265","38.7868417425845","39.7710909214106","37.972896611088","37.7393712483355","38.6628746313244","38.118418898398","37.4970132478566","38.7603903287658","37.753355401532","38.7422317412677","38.8548607352653","39.5509092508426","39.3938948468848","38.183170160009","39.5297860467798","39.2513153072948","37.1419522493391","36.9976235787669","39.1522478792644"
"1065","37.4870677061635","40.0399209036179","39.0217296965891","37.9383261407504","39.2958393236171","37.8413187374134","38.091172506845","37.7066909435986","38.2137953187814","38.6477365323584","38.9937934376085","38.5682860435875","38.0663662707717","37.7471405017158","39.3826579284625","38.9901725884083","38.8258160348785","38.7407677600342","38.9946280704106","38.3301716305001","39.7669389062116","38.0842070513917","40.6990109297213","39.6086462358218","41.2648058039601","38.6905228540097","38.0181297926118","37.8558267141404","39.9254073175171","40.3778519755363","38.6336370056734","38.7894191931387","39.9085293920907","38.0124815496458","37.9734795482125","38.8178701795269","38.1517685271596","37.6408446100847","38.9337958010183","37.8571157603916","38.6975978563425","39.0984172914995","39.5216289947212","39.5428764177329","38.3752270255522","39.7283635337323","39.283865836053","37.1372140090211","37.0148251489971","39.2850899757681"
"1066","37.6476521561956","40.2276025455219","39.0928778030154","37.9400751702287","39.4505479507902","37.8786626557632","38.1430909635801","37.8457326380111","38.3742923710366","38.7403809533544","39.1504059135863","38.7312384608922","38.1624108525644","37.9380095000691","39.5030484629612","38.9423304207847","38.8051256642061","38.8430830919628","39.0074827731353","38.4679309773303","39.9287006927796","38.1475658752998","40.8479134934368","39.762732727042","41.2926925596278","38.6690347992845","38.1639984859973","37.9530416037237","40.0144760584514","40.6004823686291","38.6355951307546","38.9748130455592","39.8811776147139","37.9977579617676","37.9180485950731","39.0044535568081","38.3789312104303","37.8119447713332","39.1556619431553","37.8157774103595","38.7514278778156","39.0728984718558","39.6737797013238","39.527242633735","38.3763422963965","39.775573790954","39.414789548653","37.1527271856131","37.0682615925468","39.4428684854617"
"1067","37.7690170230795","40.4301504072722","39.156084179185","37.9861127284159","39.5520735531822","38.0069859807235","38.2854721054953","38.0219521274661","38.4145789503719","38.8717466322754","39.2085533448395","38.7284311518325","38.1277444476218","37.9330800146407","39.5219571126735","39.062636047225","38.979427827103","38.9625698766697","39.0324462047191","38.4343221600154","40.0498405370106","38.2128107165746","40.8378636792861","39.9848831944372","41.2399032110013","38.7223777613922","38.2708443906228","38.1152903960773","40.0277311125121","40.646760939779","38.7981552544477","38.9169208649816","40.0388391251747","38.176098379965","37.9016617374603","38.9695177877642","38.3510879900251","37.8191285633718","39.2673677051458","37.8406438997999","38.8406683299087","39.0747483885259","39.7812639936193","39.6514599644156","38.3741396526726","39.9541823869096","39.4720373539843","37.2592276954379","37.111357996221","39.5566760069324"
"1068","37.7474530645637","40.4374715815152","39.1631515118728","37.97095591539","39.6171993501321","38.154376565835","38.3128566071315","38.1397160197573","38.5289793226308","38.8603442946892","39.4237933236342","38.8130482099421","38.2645689909927","38.0790509828084","39.5254830198548","39.1205657852472","38.9550957456618","39.0885408722987","39.1065930879967","38.5023133957464","40.152215771157","38.2052756123155","40.7910594127569","40.0526613134182","41.5231399889622","38.7578026987331","38.2584337046932","38.2625195404161","40.1733047555783","40.7139595084337","38.7992854015046","38.9014498918043","40.1152121505686","38.214742643559","38.0366337381149","39.0808001948275","38.4523153273724","38.0036373806963","39.38984981354","37.9137207991799","38.8228209231035","39.2119268190653","39.7867154102048","39.5920213196016","38.3590984831224","40.1324703742922","39.4928552328024","37.4407038223754","37.2972441213345","39.6605553840042"
"1069","37.8490571949317","40.4009599817426","39.1848888339989","38.0340676605727","39.8063095432915","38.2526849536288","38.2804010466095","38.1480358494127","38.6478298995131","38.9350762853084","39.3857177906956","38.9891718961093","38.2480809384226","38.188117133628","39.6272294089622","39.3062012194823","38.9107448038404","39.1065505935556","39.2194857107129","38.6628785161054","40.2474221303554","38.2788168119662","40.8029315413968","40.2215396415638","41.6735512071012","38.9315809408041","38.4281662291495","38.4460274063292","40.13048534627","40.7404136963905","38.7582403224528","38.889309510201","40.1646838277514","38.3785621837663","38.1150409892454","39.0934305334967","38.461765713293","37.9714793559315","39.5513546466534","37.9763922493124","38.9695342966136","39.247680244179","39.7244790524229","39.786575092526","38.4466870897564","40.1725562402394","39.5445605681847","37.6584831853184","37.3947527300968","39.6465248368394"
"1070","37.8041326241368","40.3703110287442","39.1966731672329","38.1385299086445","39.8499369271262","38.1922072207162","38.3837179644568","38.3369391232667","38.8004956870913","38.925564289125","39.3941460988063","39.1062706996464","38.3628264232092","38.3027926690981","39.775246881035","39.3309056617902","39.0779862562206","39.2304758301273","39.2755883939415","38.6709722805182","40.214367019904","38.4267024304424","40.7250198218742","40.3009673072645","41.6750881375319","38.8909419996096","38.5601968897106","38.4403506481814","40.1617639840353","40.8905992897425","38.8573144739811","38.8414538640492","40.192436567097","38.398312619233","38.1612481031693","39.1735731906683","38.5760616213852","38.0327724026905","39.7469731938516","38.065963557153","39.0663073817357","39.2262732138756","39.8949532283237","39.7736415462703","38.3984729497805","40.1981266934124","39.6813339958097","37.6955969556215","37.5517127253915","39.794247905251"
"1071","37.959496229076","40.4134886777509","39.4240823120635","38.2978515578778","39.9237873588612","38.3914900064434","38.521601568679","38.3632065921352","38.9363673809302","38.9092684195936","39.3814275484882","39.2949606647446","38.5232060236659","38.4127535986597","39.8815779559582","39.3653106348741","39.0582769649008","39.2745693990626","39.2842186987365","38.8273362926513","40.2571070902914","38.4113022984318","40.7692925985299","40.3836912055512","41.6777882382138","39.0813618894529","38.5927009890014","38.5852913524317","40.2764051494662","40.9128719090115","38.9596051883829","39.0091606344452","40.3564366554028","38.6206453147001","38.3066335694383","39.2055015942381","38.5655052800494","38.0615468152417","39.677810458908","38.277243084922","39.2858629745588","39.183094699958","39.8562820982743","39.7161058019965","38.4443843599224","40.3992083958817","39.6669386258838","37.7303545501266","37.6552640519834","39.905450341381"
"1072","37.9010719202801","40.5690204786583","39.4098760524086","38.4603625131536","39.8803542123067","38.3974383665538","38.623894233063","38.3648582308981","38.9927063090921","39.04852176897","39.3982169851807","39.4246363368826","38.6241301942472","38.5485593051087","39.8830368478051","39.5174643256257","39.0046605941505","39.3259768991866","39.3435648750171","38.8288534659635","40.2453922107741","38.5832784441639","40.9846821661815","40.5177182464763","41.6607848645714","39.2395594901988","38.5842737505447","38.5522903008622","40.2615557688902","40.9020235747295","39.0989201504275","39.0955352416782","40.4229841591934","38.6761350625883","38.3488715945399","39.3060671958357","38.6334245192233","38.066284197777","39.7113719421803","38.2915481266644","39.294608071275","39.3143115337547","39.9997307406349","39.7255211897754","38.613044376634","40.5447991192372","39.7390857283581","37.7998293576577","37.6365590930788","39.9107700269781"
"1073","37.9478933783926","40.758348885052","39.3903830530399","38.6221726724091","40.0739902369949","38.4795688927491","38.715975650318","38.530810939392","39.0701971808908","39.024806943939","39.539788392639","39.474740864207","38.6933417684068","38.5343617639109","39.9362762836841","39.4737565802177","38.9522043477216","39.4636644708682","39.393256156941","38.8068445566429","40.2976213318511","38.7213832881019","41.1415509256276","40.4955638721632","41.7511156071504","39.3492231980085","38.6433802366754","38.6062320466618","40.365378946415","41.0193195234742","39.2304973364959","39.26686256541","40.6245100020685","38.7175400663251","38.4853921956318","39.3944966287828","38.693740494407","38.0673642303461","39.9548036568425","38.264590688327","39.3420893980827","39.4278211944271","40.158480155511","39.8097586775372","38.5554432658199","40.4919795427189","39.84033915537","37.7774721069321","37.7122220895634","39.9193228614636"
